,Lng,Lat,Cid,tradeTime,followers,totalPrice,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,communityAverage
4422,116.439326,39.821816,1111027376790,20160623,47,185.0,59.0,1.0,1,1,1.0,6,4.0,2007.0,4,6,0.5,0.0,0.0,0.0,4,46692.0
156612,116.44616699999999,39.969777,1111027380579,20141222,1,255.0,67.36,2.0,1,1,1.0,22,1.0,1987.0,3,6,0.25,1.0,1.0,1.0,7,66670.0
301929,116.341751,39.933962,1111027376179,20130905,2,276.2,44.7,1.0,1,1,1.0,14,3.0,1990.0,1,2,0.16699999999999998,0.0,1.0,1.0,10,95969.0
115541,116.35699,40.093976,1111027380088,20160223,2,373.0,125.02,3.0,1,1,2.0,6,4.0,2005.0,4,2,0.5,0.0,1.0,1.0,6,46280.0
308263,116.350151,39.915176,1111027379416,20150311,0,767.0,122.72,3.0,2,1,2.0,17,3.0,1999.0,4,2,1.0,1.0,1.0,1.0,10,104664.0
173631,116.38111299999998,40.01678,1111027377768,20150820,4,210.0,50.76,1.0,1,1,1.0,6,4.0,1995.0,1,2,0.5,0.0,1.0,0.0,7,63584.0
112456,116.42229499999999,40.133927,1111027380410,20160127,13,195.0,106.84,3.0,1,1,1.0,6,4.0,1997.0,1,2,0.5,0.0,0.0,0.0,6,31485.0
228567,116.315031,39.842469,1111027375519,20140503,0,209.0,57.99,1.0,1,1,1.0,21,1.0,2006.0,4,6,0.25,1.0,0.0,1.0,2,56205.0
183627,116.603501,39.919667,1111027377416,20151223,1,286.0,108.61,2.0,1,1,1.0,24,1.0,2001.0,3,6,0.33299999999999996,1.0,1.0,1.0,7,43307.0
271138,116.212671,39.900574,1111027379019,20130328,0,297.0,87.24,2.0,2,1,1.0,26,3.0,,1,6,0.5,1.0,0.0,0.0,9,57942.0
307666,116.346469,39.882483,1111027377722,20150512,22,145.0,42.88,1.0,0,1,1.0,24,3.0,2004.0,4,6,0.231,1.0,1.0,0.0,10,81221.0
308644,116.38898999999999,39.966537,1111027380372,20150701,14,420.0,61.09,2.0,1,1,1.0,6,4.0,1989.0,4,2,0.2,0.0,1.0,0.0,10,120339.0
20470,116.46587099999999,40.007369,1111027380503,20160718,1,365.0,65.26,1.0,2,1,1.0,7,4.0,2000.0,3,2,0.5,0.0,1.0,1.0,7,63841.0
281186,116.555729,40.162058,1111027379605,20151111,1,385.0,86.86,3.0,2,1,3.0,6,4.0,2009.0,4,2,0.5,0.0,0.0,0.0,13,44235.0
150226,116.461647,39.99938,1111027378510,20151223,65,230.0,69.28,2.0,1,1,1.0,5,4.0,1988.0,3,2,0.5,0.0,1.0,0.0,7,58225.0
121426,116.479295,39.997662,1111027374045,20120824,0,115.0,43.71,1.0,0,1,1.0,34,1.0,,1,6,0.312,1.0,0.0,1.0,7,41980.0
169805,116.471076,39.995318,1111027374001,20151130,29,595.0,103.09,2.0,2,1,1.0,9,4.0,2000.0,4,6,0.5,1.0,1.0,1.0,7,78573.0
195190,116.427002,39.962219,1111027375204,20120627,0,150.0,40.57,1.0,1,1,1.0,6,4.0,1996.0,1,2,0.25,0.0,1.0,1.0,1,99655.0
208705,116.527286,39.829962,1111027377361,20120803,0,174.0,88.87,2.0,1,1,1.0,6,4.0,2010.0,1,6,0.5,1.0,0.0,0.0,4,52753.0
144333,116.479017,39.950244,1111027382757,20131123,19,232.0,54.4,2.0,1,1,1.0,16,1.0,1986.0,1,6,0.222,1.0,1.0,1.0,7,69881.0
234589,116.431165,39.874515,1111027374223,20150831,9,220.0,57.14,2.0,1,1,1.0,6,4.0,1992.0,3,2,0.5,0.0,1.0,1.0,2,66505.0
203688,116.443376,39.899224,1111027376828,20150822,7,219.5,45.29,1.0,0,1,1.0,18,3.0,2006.0,4,6,0.14800000000000002,1.0,1.0,1.0,1,86671.0
132880,116.51141899999999,39.981871999999996,1111027379180,20121118,0,250.5,101.31,2.0,2,1,1.0,16,4.0,2004.0,1,6,0.33299999999999996,1.0,1.0,0.0,7,48169.0
219623,116.391411,39.843590999999996,1111027381062,20120602,0,146.0,64.42,1.0,1,1,1.0,18,3.0,2005.0,1,6,0.4,1.0,0.0,1.0,2,53098.0
137002,116.45208899999999,39.966935,1111027376979,20130311,0,248.3,52.88,2.0,1,1,1.0,14,3.0,1995.0,1,6,0.16699999999999998,1.0,1.0,1.0,7,75528.0
60866,116.373903,39.893809999999995,1111027378528,20170219,26,505.5,54.25,1.0,1,1,1.0,19,1.0,1999.0,1,6,0.25,1.0,1.0,1.0,10,79007.0
254416,116.38260600000001,39.983696,1111027378253,20140913,1,316.0,61.9,2.0,1,1,1.0,6,4.0,1993.0,4,2,0.33299999999999996,0.0,1.0,1.0,8,89952.0
163255,116.479017,39.950244,1111027382757,20150317,1,190.0,46.22,1.0,1,1,1.0,6,4.0,1984.0,3,2,0.33299999999999996,0.0,1.0,1.0,7,69881.0
248834,116.371677,40.002169,1111027374116,20130612,1,422.0,70.3,3.0,1,1,1.0,6,4.0,1992.0,1,4,0.5,0.0,1.0,1.0,8,82002.0
92650,116.111318,39.949921,1111027377794,20130312,0,183.0,97.29,2.0,1,0,1.0,6,4.0,2003.0,4,2,0.5,0.0,0.0,0.0,12,36923.0
162877,116.49500800000001,39.992416999999996,1111027373913,20150504,5,174.0,58.12,2.0,1,1,1.0,6,4.0,1984.0,2,4,0.33299999999999996,0.0,1.0,1.0,7,52249.0
229121,116.389141,39.850859,1111027381661,20141116,4,372.0,101.4,2.0,2,1,2.0,12,4.0,2010.0,1,6,0.25,1.0,0.0,1.0,2,66712.0
50355,116.271746,40.058040000000005,1111046364973,20161226,28,521.0,56.0,1.0,1,1,1.0,6,4.0,2004.0,4,2,0.33299999999999996,0.0,1.0,1.0,8,76826.0
36258,116.610993,39.895821999999995,1111027379532,20160929,29,248.0,61.5,2.0,1,1,1.0,6,4.0,1993.0,1,2,0.5,0.0,0.0,0.0,7,43406.0
122673,116.529205,39.926332,1111027379805,20120207,0,500.0,159.02,3.0,2,1,2.0,25,3.0,2009.0,1,6,0.667,1.0,0.0,1.0,7,77472.0
189783,116.498691,39.922943,1111027377597,20160401,6,590.0,89.13,2.0,2,1,1.0,24,4.0,,4,6,0.4,1.0,0.0,0.0,7,84945.0
223759,116.37267,39.851088,1111027378385,20121117,0,127.0,39.58,1.0,0,1,1.0,23,1.0,2004.0,1,6,0.33299999999999996,1.0,1.0,1.0,2,64652.0
80208,116.264969,39.927867,1111027381754,20170828,34,363.0,45.44,1.0,1,1,1.0,6,4.0,1999.0,3,2,0.33299999999999996,0.0,1.0,0.0,8,70230.0
134559,116.465341,39.997219,1111027375066,20130218,2,370.0,104.43,3.0,1,1,1.0,6,4.0,1999.0,1,2,0.5,0.0,0.0,0.0,7,61281.0
203078,116.42911000000001,39.956494,1111027376004,20150523,1,270.0,44.77,1.0,1,1,1.0,16,1.0,1994.0,3,6,0.25,1.0,1.0,1.0,1,95294.0
168239,116.60995700000001,39.91983,1111027375945,20150629,11,293.0,93.54,2.0,1,1,1.0,28,3.0,2011.0,4,6,0.5,1.0,0.0,0.0,7,54263.0
45499,116.42974299999999,39.969409999999996,1111027375182,20161027,9,436.0,67.23,2.0,1,1,1.0,5,4.0,1993.0,2,2,0.33299999999999996,0.0,1.0,1.0,7,68656.0
157912,116.461949,40.003018,1111027381856,20150117,5,253.0,80.08,1.0,1,1,1.0,26,1.0,2003.0,4,6,0.375,1.0,0.0,1.0,7,60653.0
208258,116.45456999999999,39.809878000000005,1111027378970,20120422,0,103.0,64.66,2.0,1,1,1.0,6,4.0,1995.0,1,2,0.33299999999999996,0.0,1.0,0.0,4,40430.0
38406,116.471006,40.016871,1111027379372,20160925,2,1180.0,139.4,3.0,2,1,2.0,26,3.0,2007.0,4,6,1.0,1.0,0.0,1.0,7,82517.0
152001,116.441781,39.991956,1111027379657,20140816,8,259.0,60.3,2.0,1,1,1.0,7,4.0,1994.0,3,2,0.33299999999999996,0.0,1.0,0.0,7,70655.0
246942,116.31405500000001,39.920497999999995,1111027378719,20130220,0,330.0,60.9,2.0,1,1,1.0,5,4.0,1986.0,1,2,0.33299999999999996,0.0,0.0,1.0,8,94911.0
300995,116.36013899999999,39.915349,1111027378556,20130531,0,222.0,43.0,1.0,1,1,1.0,6,4.0,1980.0,1,2,0.5,0.0,0.0,1.0,10,101767.0
92299,116.111318,39.949921,1111027377794,20100413,0,205.0,157.44,,6,4,2006.0,-1,,0.0,0,0,0.0,,,,12,36923.0
142800,116.48175800000001,40.000832,1111027374935,20140311,28,630.0,159.19,3.0,1,1,2.0,18,3.0,,1,6,0.5,1.0,1.0,1.0,7,67826.0
43349,116.36436499999999,40.069487,1111027382307,20161016,20,658.0,116.04,3.0,1,1,2.0,14,3.0,2004.0,4,6,0.5,1.0,1.0,0.0,8,64750.0
209696,116.423905,39.791207,1111027374423,20121208,0,136.0,59.5,1.0,1,1,1.0,6,4.0,2003.0,1,2,0.5,0.0,0.0,0.0,4,44880.0
90469,116.52210500000001,39.922247,1111027374649,20171213,8,322.8,59.27,2.0,1,1,1.0,6,4.0,1993.0,4,2,0.5,0.0,1.0,1.0,7,53994.0
129735,116.422099,40.050196,1111027374973,20121217,0,145.0,59.53,1.0,1,1,1.0,19,3.0,2007.0,1,6,0.21100000000000002,1.0,0.0,1.0,7,61727.0
187652,116.430966,40.05675,1111041153546,20160521,21,540.0,89.04,2.0,2,1,1.0,27,3.0,2012.0,1,6,0.667,1.0,0.0,0.0,7,75110.0
54688,116.371664,40.005016,1111027374114,20170111,50,470.0,57.8,2.0,1,1,1.0,6,4.0,1992.0,4,2,0.5,0.0,1.0,1.0,8,75738.0
139517,116.41901299999999,40.012817999999996,1111027375455,20130416,0,160.0,44.1,1.0,0,1,1.0,10,3.0,2006.0,1,6,0.2,1.0,1.0,1.0,7,89544.0
73398,116.51438300000001,39.94066,1111027376659,20170924,53,435.0,70.78,1.0,1,1,1.0,18,1.0,2005.0,1,6,0.125,0.0,1.0,0.0,7,60038.0
98997,116.33548400000001,40.09232,1111027381985,20130308,2,270.0,95.11,2.0,2,1,1.0,6,4.0,2000.0,1,4,0.5,0.0,1.0,1.0,6,45871.0
182073,116.420308,39.988613,1111027375567,20151202,1,1018.0,196.31,3.0,2,1,3.0,15,1.0,2006.0,4,6,0.5,1.0,1.0,1.0,7,77343.0
246384,116.34371399999999,39.996907,1111027375225,20121226,0,286.0,55.93,2.0,1,1,1.0,14,3.0,2000.0,1,6,0.071,1.0,1.0,1.0,8,107405.0
56505,116.440482,39.988644,1111027379654,20170214,6,605.0,74.91,2.0,1,1,1.0,18,1.0,1998.0,4,6,0.2,1.0,1.0,1.0,7,67419.0
159622,116.461008,39.969136999999996,1111027382344,20141212,0,600.0,128.56,2.0,2,1,2.0,31,4.0,,4,6,0.667,1.0,1.0,1.0,7,110663.0
60139,116.43934099999998,40.082372,1111027380043,20170315,6,555.5,110.65,4.0,2,1,3.0,6,4.0,2004.0,4,2,0.33299999999999996,0.0,0.0,0.0,6,38281.0
253326,116.30249199999999,39.893778000000005,1111027376555,20140921,3,191.5,53.43,1.0,1,1,1.0,24,1.0,2004.0,4,6,0.16699999999999998,1.0,1.0,0.0,8,73200.0
250368,116.308152,39.986695000000005,1111027373995,20131022,0,430.0,89.9,3.0,1,1,1.0,16,3.0,1992.0,1,6,0.25,1.0,1.0,1.0,8,93192.0
30740,116.30848200000001,39.943704,1111027376159,20160831,7,455.0,65.1,2.0,1,1,1.0,18,1.0,1996.0,3,6,0.222,1.0,1.0,1.0,8,76783.0
53599,116.343245,39.900529,1111027378998,20161225,23,408.0,35.6,1.0,1,1,1.0,20,1.0,2004.0,4,6,0.121,1.0,0.0,1.0,10,92360.0
41249,116.33088000000001,40.041066,1111027377531,20161019,16,550.0,84.0,2.0,2,1,1.0,6,4.0,2008.0,3,6,0.33299999999999996,0.0,0.0,0.0,8,67922.0
275417,116.23338100000001,39.896656,1111027377174,20151023,8,315.0,91.58,2.0,2,1,1.0,16,4.0,2004.0,4,6,0.5,1.0,1.0,0.0,9,63657.0
269020,116.233846,39.905003,1111027380227,20111027,0,86.0,45.36,1.0,1,1,1.0,6,4.0,1993.0,1,2,0.33299999999999996,0.0,1.0,0.0,9,48951.0
97637,116.32691899999999,40.068046,1111027378166,20121106,1,170.0,86.77,2.0,2,1,1.0,6,4.0,2003.0,1,6,0.5,0.0,1.0,0.0,6,46059.0
280324,116.65976599999999,40.128078,1111027377451,20140521,2,134.3,56.61,1.0,1,1,1.0,6,4.0,1987.0,4,2,0.33299999999999996,0.0,1.0,0.0,13,49442.0
262869,116.301709,39.919502,1111027376614,20151208,13,363.0,56.5,2.0,1,1,1.0,21,1.0,1989.0,3,6,0.222,1.0,1.0,0.0,8,83338.0
42947,116.447018,39.939067,1111027374715,20161204,36,623.0,75.28,3.0,0,1,1.0,16,1.0,1988.0,3,2,0.25,1.0,1.0,1.0,1,93139.0
94788,116.37594299999999,40.079703,1111027378109,20120402,0,132.0,80.9,2.0,1,1,1.0,6,4.0,1998.0,1,2,0.5,0.0,0.0,1.0,6,46308.0
98084,116.43934099999998,40.082372,1111027380043,20121225,0,160.0,95.58,2.0,2,1,1.0,6,4.0,,1,2,0.5,0.0,0.0,0.0,6,38281.0
57112,116.50668,39.929849,1111027376014,20170227,57,425.0,62.65,2.0,1,1,1.0,6,4.0,1992.0,3,2,0.5,0.0,1.0,1.0,7,57700.0
284721,116.63711299999999,39.910123,1111027375404,20120405,0,118.0,78.88,2.0,1,1,1.0,6,4.0,1999.0,1,2,0.33299999999999996,0.0,1.0,1.0,11,42785.0
287869,116.64483999999999,39.8809,1111027382781,20130823,7,152.0,72.0,2.0,1,1,1.0,6,4.0,2000.0,1,4,0.33299999999999996,0.0,1.0,0.0,11,36201.0
248250,116.333303,39.974734000000005,1111027379682,20130616,0,325.0,63.5,2.0,1,1,1.0,12,3.0,1996.0,1,6,0.25,1.0,1.0,1.0,8,89988.0
172264,116.476467,39.888742,1111027378489,20151211,73,222.0,64.17,2.0,1,1,1.0,18,1.0,1994.0,4,6,0.2,1.0,1.0,1.0,7,59015.0
79394,116.430843,39.998466,1111027381713,20170705,38,405.0,57.84,2.0,1,1,1.0,6,4.0,1992.0,3,2,0.5,0.0,1.0,1.0,7,72718.0
168099,116.442526,39.972398999999996,1111027380578,20150511,3,278.0,68.97,3.0,1,1,1.0,12,4.0,1985.0,4,6,0.2,1.0,1.0,1.0,7,64238.0
277549,116.65468200000001,40.125799,1111027382152,20120624,0,125.0,58.47,2.0,2,1,1.0,7,4.0,2004.0,1,2,0.5,1.0,0.0,0.0,13,43994.0
159151,116.41611699999999,39.999631,1111027375596,20141111,0,313.0,75.73,3.0,1,1,1.0,25,1.0,1990.0,4,6,0.25,1.0,1.0,0.0,7,73084.0
150448,116.47692099999999,39.983744,1111027375062,20150705,27,228.0,59.75,2.0,1,1,1.0,6,4.0,1991.0,4,2,0.25,0.0,1.0,0.0,7,68349.0
99287,116.42929199999999,40.111125,1111027378308,20130309,0,168.5,65.38,1.0,1,1,1.0,6,4.0,2001.0,1,2,0.33299999999999996,0.0,0.0,0.0,6,42786.0
301959,116.384092,39.96456,1111027381059,20131116,3,285.0,48.2,1.0,1,1,1.0,18,1.0,1991.0,1,2,0.28600000000000003,1.0,1.0,0.0,10,122633.0
185645,116.59088,39.924096,1111027375124,20160123,6,216.0,65.65,2.0,1,1,1.0,6,4.0,1996.0,4,2,0.5,0.0,1.0,0.0,7,50845.0
310738,116.38037,39.958917,1111027381260,20150814,20,335.0,41.2,1.0,1,1,1.0,6,4.0,1989.0,3,2,0.33299999999999996,0.0,1.0,1.0,10,130740.0
57282,116.32195300000001,40.058245,1111027378318,20170309,59,438.0,72.06,1.0,1,1,1.0,18,1.0,2000.0,4,6,0.25,1.0,1.0,1.0,8,60019.0
72166,116.45005800000001,39.870707,1111027382367,20170402,0,586.0,78.61,2.0,1,1,1.0,25,1.0,2000.0,3,6,0.2,1.0,1.0,1.0,2,65374.0
247229,116.352299,40.062427,1111027382146,20130505,0,362.5,92.11,2.0,1,1,1.0,20,1.0,1999.0,1,6,0.16699999999999998,1.0,1.0,1.0,8,74931.0
98800,116.359156,40.079209000000006,1111027378212,20131018,47,230.0,102.0,2.0,1,1,1.0,6,4.0,2005.0,1,2,0.5,0.0,1.0,1.0,6,37700.0
19094,116.34591699999999,40.066018,1111027378122,20160714,12,280.0,85.88,3.0,1,1,1.0,6,4.0,1993.0,4,2,0.5,0.0,0.0,1.0,6,48527.0
106558,116.35428700000001,40.079237,1111027378213,20150308,0,279.0,119.72,3.0,1,1,1.0,6,4.0,2005.0,4,2,0.5,0.0,0.0,0.0,6,39995.0
267615,116.34698799999998,40.035114,1111027378259,20160521,18,263.0,54.2,2.0,1,1,1.0,6,4.0,1988.0,2,2,0.5,0.0,1.0,0.0,8,64316.0
295161,116.383972,39.886658000000004,1111027375301,20120304,0,175.0,67.32,2.0,1,1,1.0,5,4.0,1975.0,1,2,0.33299999999999996,0.0,0.0,1.0,10,88366.0
47767,116.320594,39.769022,1111027377660,20161124,0,320.0,74.88,2.0,1,1,1.0,6,4.0,2001.0,3,2,0.5,0.0,0.0,0.0,4,38841.0
298409,116.390549,39.957291999999995,1111027375583,20121221,0,355.0,76.33,2.0,1,1,1.0,6,4.0,2003.0,1,6,0.33299999999999996,0.0,0.0,1.0,10,128939.0
33369,116.571023,39.909615,1111027380034,20160923,0,337.0,72.69,1.0,1,0,1.0,11,4.0,2005.0,3,6,0.5,1.0,0.0,0.0,7,43990.0
173570,116.511679,39.923959,1111027377297,20150811,7,300.0,89.02,3.0,1,1,1.0,32,1.0,2006.0,3,6,0.33299999999999996,1.0,1.0,1.0,7,53106.0
90877,116.511927,39.977331,1111027377784,20171207,9,1026.0,148.6,3.0,2,1,2.0,9,4.0,2008.0,4,6,0.5,1.0,1.0,0.0,7,66128.0
174663,116.520858,39.918846,1111027377634,20150822,0,208.0,61.13,2.0,1,1,1.0,6,4.0,,4,2,0.33299999999999996,0.0,1.0,1.0,7,56752.0
140585,116.393754,39.979561,1111027381899,20131111,13,300.0,64.4,2.0,1,1,1.0,18,1.0,1994.0,1,6,0.25,1.0,0.0,1.0,7,84310.0
2511,116.353424,40.090961,1111027377953,20160627,42,370.0,114.0,3.0,1,1,1.0,5,4.0,2004.0,2,2,0.5,0.0,1.0,1.0,6,45149.0
218691,116.175983,39.767012,1111027375833,20150721,7,163.5,93.35,2.0,1,1,1.0,11,4.0,2006.0,4,6,0.33299999999999996,1.0,1.0,0.0,5,31844.0
312644,116.34498500000001,39.891739,1111027381801,20151027,14,750.0,124.14,3.0,2,1,2.0,25,1.0,2006.0,4,6,0.231,1.0,1.0,1.0,10,89350.0
291304,116.62964099999999,39.911449,1111027377284,20150709,4,230.0,140.23,3.0,2,1,2.0,28,1.0,,4,6,0.25,1.0,1.0,1.0,11,41048.0
191654,116.419405,39.970479,1111027380904,20160522,21,276.0,49.14,1.0,1,1,1.0,16,1.0,1984.0,3,6,0.25,1.0,1.0,1.0,7,72061.0
53455,116.22028300000001,40.043636,1111027376008,20161217,7,570.0,91.38,2.0,1,1,1.0,8,3.0,2011.0,1,6,0.25,1.0,0.0,0.0,8,63444.0
113951,116.32803500000001,40.078668,1111027378235,20151222,2,307.0,90.72,3.0,1,1,1.0,6,4.0,,3,2,0.5,0.0,1.0,1.0,6,46352.0
73515,116.446047,39.964131,1111027377814,20170717,143,420.0,61.88,2.0,1,1,1.0,16,1.0,1987.0,3,6,0.25,1.0,1.0,1.0,7,69318.0
114904,116.43268400000001,40.077562,1111027380057,20151226,4,205.0,102.21,2.0,1,1,1.0,20,1.0,2008.0,3,6,0.25,1.0,1.0,0.0,6,38384.0
83545,116.411174,40.009768,1111027379783,20170910,31,860.0,176.05,3.0,1,1,2.0,16,1.0,2001.0,4,6,0.4,1.0,1.0,1.0,7,49933.0
147123,116.42537,40.052808,1111027376257,20131227,6,330.0,83.45,2.0,1,1,1.0,25,1.0,2007.0,1,6,0.3,1.0,1.0,1.0,7,60785.0
188994,116.47076399999999,39.898824,1111027374681,20160522,31,250.0,69.39,2.0,1,1,1.0,18,1.0,1990.0,3,6,0.28600000000000003,1.0,1.0,1.0,7,56540.0
270797,116.16293799999998,39.939005,1111027378401,20130127,0,147.0,60.3,2.0,1,1,1.0,16,1.0,1988.0,1,6,0.28600000000000003,1.0,1.0,0.0,9,39314.0
263241,116.325617,40.049465999999995,1111027376795,20151106,3,515.0,117.0,2.0,2,1,2.0,11,4.0,2003.0,4,6,0.5,1.0,1.0,0.0,8,70486.0
133894,116.60503500000002,40.051164,1111027378574,20121208,0,120.0,62.39,2.0,1,1,1.0,6,4.0,1994.0,1,2,0.25,0.0,1.0,0.0,7,39605.0
286345,116.65810400000001,39.8932,1111027377800,20130223,3,116.6,53.33,1.0,1,1,1.0,11,3.0,2006.0,1,6,0.2,1.0,0.0,1.0,11,42519.0
280087,116.56016799999999,40.110054,1111027380329,20140415,18,215.0,77.24,2.0,2,1,1.0,6,4.0,1995.0,1,2,0.5,0.0,0.0,0.0,13,44446.0
211958,116.431358,39.811008,1111027378456,20131028,1,206.0,73.64,2.0,1,1,1.0,15,3.0,2006.0,1,6,0.2,1.0,1.0,0.0,2,38845.0
228937,116.244883,39.847396999999994,1111027381432,20150207,10,190.0,91.84,3.0,1,1,1.0,6,4.0,1997.0,3,2,0.25,0.0,1.0,0.0,2,39835.0
63963,116.128533,39.723864,1111027377376,20170310,22,351.0,96.48,2.0,2,1,1.0,14,4.0,2011.0,3,6,0.33299999999999996,1.0,0.0,1.0,5,30846.0
262345,116.37524599999999,40.044621,1111027376051,20151112,12,248.0,66.93,1.0,1,1,1.0,9,4.0,2002.0,3,6,0.5,1.0,1.0,0.0,8,60502.0
244858,116.29413100000001,39.942343,1111027381709,20120913,0,130.0,35.99,1.0,0,1,1.0,9,3.0,2005.0,1,6,0.16699999999999998,1.0,0.0,1.0,8,92721.0
229019,116.373195,39.841709,1111027381911,20140804,3,386.0,91.44,2.0,1,1,1.0,15,4.0,2004.0,4,6,0.25,1.0,1.0,1.0,2,65719.0
305054,116.387037,39.95917,1111027377017,20150822,27,404.0,58.85,1.0,1,1,1.0,6,4.0,,4,6,0.2,0.0,1.0,1.0,10,119449.0
253810,116.31491100000001,39.980711,1111027374929,20160424,49,1210.0,174.04,3.0,2,1,2.0,6,4.0,2000.0,4,4,0.5,0.0,1.0,1.0,8,112605.0
128135,116.50116200000001,39.915382,1111027373691,20120922,0,290.0,101.22,2.0,2,1,2.0,30,1.0,2003.0,1,6,0.273,1.0,1.0,1.0,7,62837.0
123494,116.551758,39.964586,1111027375635,20120214,0,215.0,109.37,2.0,2,1,1.0,9,4.0,2007.0,1,6,0.33299999999999996,1.0,0.0,0.0,7,56107.0
228347,116.27554099999999,39.872886,1111027374365,20141206,5,266.0,97.6,2.0,1,1,1.0,28,1.0,2005.0,1,6,0.273,1.0,1.0,1.0,2,44435.0
125235,116.42257,39.981146,1111027379231,20120718,0,293.0,81.6,2.0,1,1,1.0,6,4.0,1997.0,1,4,0.5,0.0,1.0,1.0,7,71712.0
43801,116.3434,40.083321999999995,1111027378110,20161029,25,485.0,126.54,3.0,1,1,2.0,6,4.0,2003.0,4,2,0.5,0.0,1.0,1.0,6,41560.0
163753,116.501166,39.91891,1111027382214,20150522,1,475.0,120.01,2.0,2,1,1.0,30,1.0,2002.0,4,6,0.375,1.0,1.0,1.0,7,65810.0
288043,116.647356,39.896263,1111027380847,20130915,0,204.0,69.47,2.0,2,1,1.0,6,4.0,2002.0,1,2,0.5,0.0,1.0,0.0,11,47048.0
102556,116.43268400000001,40.077562,1111027380057,20131125,1,278.0,125.07,3.0,1,2,1.0,6,4.0,2007.0,1,2,0.5,0.0,1.0,0.0,6,38384.0
87575,116.410743,39.821558,1111027375444,20171031,7,265.0,59.0,2.0,1,1,1.0,6,4.0,1989.0,3,2,0.5,0.0,1.0,0.0,2,46190.0
191536,116.44012,40.046751,1111027379198,20160322,3,970.0,162.07,3.0,2,1,2.0,5,,2003.0,3,4,0.125,0.0,1.0,0.0,7,78113.0
12499,116.343245,39.900529,1111027378998,20160711,10,335.0,33.99,1.0,1,1,2.0,16,1.0,2007.0,4,6,0.1,1.0,1.0,1.0,10,92360.0
14744,116.35133700000002,39.931197,1111027382586,20160810,37,570.0,70.4,2.0,1,1,1.0,16,4.0,,3,2,0.28600000000000003,1.0,1.0,1.0,10,93676.0
233382,116.38256100000001,39.862204,1111027378302,20150731,1,256.0,74.59,3.0,1,1,1.0,6,4.0,1992.0,1,2,0.5,0.0,0.0,1.0,2,54338.0
275867,116.229624,39.915003999999996,1111027378058,20160107,13,175.0,63.23,2.0,1,1,1.0,6,4.0,1983.0,3,6,0.25,0.0,1.0,0.0,9,51471.0
191532,116.58468,39.935758,1111027378712,20160324,6,230.0,51.81,1.0,1,1,1.0,12,4.0,2007.0,4,6,0.2,1.0,1.0,1.0,7,59730.0
25019,116.638919,39.900576,1111027376334,20160815,9,228.0,52.37,1.0,0,1,1.0,22,1.0,2009.0,4,6,0.16699999999999998,1.0,0.0,0.0,11,45099.0
36385,116.340299,39.929294,1111027374135,20160920,0,430.0,54.1,2.0,1,1,1.0,6,4.0,1983.0,1,2,0.33299999999999996,0.0,0.0,1.0,8,81452.0
69438,116.483319,39.915337,1111027374586,20170424,161,376.0,45.37,2.0,1,1,1.0,18,1.0,1993.0,1,6,0.222,1.0,1.0,1.0,7,76001.0
229738,116.32921999999999,39.892447,1111027379961,20141109,2,166.0,45.22,1.0,1,1,1.0,6,4.0,1989.0,4,2,0.33299999999999996,0.0,1.0,1.0,2,59395.0
160124,116.60911599999999,39.903738,1111027382236,20150110,1,175.0,66.66,1.0,1,1,1.0,18,3.0,2009.0,4,6,0.5,1.0,1.0,0.0,7,52904.0
147430,116.594761,39.936939,1111027381588,20140106,7,300.5,96.76,2.0,1,1,1.0,10,3.0,2006.0,1,6,0.5,1.0,1.0,0.0,7,50636.0
23197,116.354215,40.083501,1111027378211,20160827,19,400.0,99.04,2.0,1,1,1.0,6,4.0,2003.0,4,4,0.5,0.0,1.0,0.0,6,39052.0
163488,116.433123,40.00209,1111027376007,20150418,9,398.0,70.93,2.0,2,1,2.0,18,3.0,2009.0,4,6,2.0,1.0,1.0,1.0,7,94252.0
127453,116.48166200000001,39.878749,1111027379633,20120615,0,100.0,48.4,2.0,1,1,1.0,6,4.0,1994.0,1,4,0.25,0.0,0.0,1.0,7,59416.0
116733,116.415343,40.075533,1111027379943,20160314,2,256.0,83.36,2.0,2,1,1.0,6,4.0,1998.0,4,2,0.5,0.0,1.0,1.0,6,40084.0
211611,116.50179399999999,39.799347,1111027377054,20130912,3,465.0,158.21,3.0,2,1,2.0,9,4.0,2003.0,1,2,0.5,1.0,1.0,0.0,3,54842.0
170953,116.511545,39.904464000000004,1111027378350,20150821,19,335.5,89.93,2.0,2,1,1.0,7,4.0,2009.0,4,6,0.33299999999999996,1.0,1.0,0.0,7,59025.0
188368,116.487808,39.889853,1111027378758,20160305,4,202.0,53.4,1.0,1,1,1.0,18,1.0,1994.0,4,6,0.2,1.0,0.0,0.0,7,58444.0
42951,116.51218200000001,39.928407,1111027379400,20161114,73,249.9,41.47,1.0,1,1,1.0,6,4.0,1984.0,3,2,0.33299999999999996,0.0,1.0,1.0,7,59270.0
136735,116.527898,39.920581,1111027373846,20130226,1,325.0,114.72,3.0,1,1,2.0,24,1.0,2003.0,1,6,0.273,1.0,1.0,1.0,7,55177.0
184424,116.523444,39.92445,1111027376687,20160101,1,410.0,112.55,2.0,2,1,1.0,29,1.0,2003.0,4,6,0.375,1.0,1.0,1.0,7,58126.0
